Cool,Multiling,Umultiling,ComfNonEng,Media,Priv,StHeard,StDescr,Zed,Spell,SpellUni,Distinct,SameEW,Celebs,Prestige,RecCdns,Software,Dictionary,RecogEh,CdnSorry,EnglAble,FrAble,IndAble,BeyondEF,CdnWay,Age,LiveLand,LiveProv,Gender,EduComp,DegreeYear,Region,EUI,DistCult,EOI,SocMedia
Strongly agree,Definitely yes,Yes,Extremely comfortable,Extremely important,That depends (please also explain if you can),No,,zed,Very important,Might or might not,Definitely yes,Definitely not,Yes (please specify who):,British English,Sometimes,Yes,Definitely yes,Probably yes,Probably not,Neither disagree nor agree,Neither disagree nor agree,,Disagree,Definitely yes,55-59,Canada,British Columbia,male,undergraduate degree,I am not currently studying,ON,0,yes (please specify):,3,less than 30 minutes
Strongly agree,Probably yes,Yes,Neither comfortable nor uncomfortable,Unimportant,Yes,Yes,"Yes, but I can't describe it well",zed,Unimportant,Probably yes,Probably yes,Probably not,No,Canadian English,Often,Yes,Neither yes or no,Definitely yes,Might or might not,Agree,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Probably yes,20-24,Canada,British Columbia,male,undergraduate degree,I am in a graduate program,BC,2,yes (please specify):,5,1-2 hours
Somewhat disagree,Neutral,No,,Important,Yes,No,"Yes, but I can't describe it well",zed,Very important,Definitely yes,Probably yes,Definitely not,,British English,Sometimes,Yes,Yes,Definitely yes,Probably yes,Agree,Disagree,Neither disagree nor agree,Disagree,Probably yes,65-69,Canada,British Columbia,female,graduate degree,I am not currently studying,BC,0,yes (please specify):,5,1-2 hours
Strongly agree,Definitely yes,Yes,Moderately comfortable,Important,Yes,No,,zee,Very important,Probably yes,Probably yes,Probably not,No,No particular variety,Sometimes,Yes,Yes,Definitely yes,Definitely yes,Agree,Agree,Agree,Strongly agree,Probably yes,30-34,Canada,British Columbia,female,undergraduate degree,Other degree (please specify),Philippines,3,yes (please specify):,1,30 minutes to 1 hour
Agree,Probably yes,Yes,Neither comfortable nor uncomfortable,Extremely important,That depends (please also explain if you can),No,,zed,Very important,Definitely yes,Definitely yes,Probably yes,No,British English,Often,Yes,Definitely yes,Might or might not,Probably yes,Strongly agree,Agree,Neither disagree nor agree,Disagree,Probably yes,35-39,Canada,Manitoba,male,high school,I am not currently studying,BC,0,yes (please specify):,10,30 minutes to 1 hour
Strongly agree,Neutral,No,,Extremely important,Yes,Yes,"Yes, I do know. It is... (please describe briefly):",zed,Important,Definitely yes,Don't know,Probably not,,No particular variety,Often,Yes,Definitely yes,Definitely yes,Definitely yes,Strongly disagree,Strongly disagree,Strongly agree,Neither disagree nor agree,Definitely yes,25-29,Canada,Manitoba,,high school,I am not currently studying,MB,0,no,,30 minutes to 1 hour
Strongly agree,Probably not,Yes,Extremely comfortable,Important,That depends (please also explain if you can),No,,zed,Important,Definitely yes,Definitely yes,Definitely not,Yes (please specify who):,British English,Sometimes,Yes,Definitely yes,Definitely yes,Might or might not,Agree,Neither disagree nor agree,Strongly agree,Disagree,Definitely yes,40-44,Canada,Saskatchewan,male,other (please specify):,I am not currently studying,AB,0,yes (please specify):,4,2-4 hours
Don't know,Neutral,No,,Important,Yes,Yes,"Yes, but I can't describe it well",both,Very important,Definitely yes,Probably yes,Definitely not,,British English,Often,Yes,Definitely yes,Definitely yes,Probably yes,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Definitely yes,50-54,Canada,Newfoundland and Labrador,female,undergraduate degree,I am not currently studying,NL,0,no,,2-4 hours
Strongly agree,Definitely yes,Yes,Moderately uncomfortable,Extremely important,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",zed,Very important,Probably yes,Definitely yes,Probably not,Yes (please specify who):,British English,Sometimes,Yes,Definitely yes,Definitely yes,Might or might not,Neither disagree nor agree,Neither disagree nor agree,Strongly agree,Agree,Probably yes,45-49,Canada,British Columbia,female,other (please specify):,I am not currently studying,BC,0,no,,30 minutes to 1 hour
Strongly agree,Definitely yes,No,,Extremely important,Yes,No,,zed,Very important,Definitely yes,Definitely yes,Probably yes,Yes (please specify who):,Canadian English,Often,Yes,Yes,Definitely yes,Definitely yes,Agree,Disagree,Neither disagree nor agree,Disagree,Definitely yes,50-54,Canada,Alberta,female,undergraduate degree,I am not currently studying,SK,0,yes (please specify):,0,4-6 hours
Strongly agree,Probably not,No,,Important,No,Not sure,,zee,Very important,Probably yes,Probably yes,Probably not,Yes (please specify who):,British English,Often,Yes,Yes,Definitely yes,Definitely yes,Strongly disagree,Strongly disagree,Agree,Strongly agree,Probably yes,40-44,Canada,British Columbia,female,high school,I am not currently studying,BC,0,no,,1-2 hours
Strongly agree,Definitely yes,No,,Extremely important,That depends (please also explain if you can),Not sure,"Yes, but I can't describe it well",both,Very important,Definitely yes,Definitely yes,Definitely not,Yes (please specify who):,No particular variety,Often,Yes,Definitely yes,Definitely yes,Probably not,Neither disagree nor agree,Neither disagree nor agree,Agree,Neither disagree nor agree,Probably yes,25-29,Canada,British Columbia,female,high school,Fourth year+,BC,0,no,,4-6 hours
Strongly agree,Probably yes,Yes,Moderately uncomfortable,Important,That depends (please also explain if you can),No,,zed,Important,Probably yes,Don't know,Definitely not,Yes (please specify who):,No particular variety,Sometimes,Yes,Definitely yes,Probably yes,Might or might not,Neither disagree nor agree,Disagree,Agree,Disagree,Probably yes,25-29,Canada,Alberta,female,undergraduate degree,I am not currently studying,AB,1,yes (please specify):,3,30 minutes to 1 hour
Agree,Probably not,Yes,Moderately uncomfortable,Important,That depends (please also explain if you can),Yes,"Yes, I do know. It is... (please describe briefly):",zed,Important,Might or might not,Don't know,Definitely not,No,British English,Sometimes,No,Neither yes or no,Definitely yes,Definitely yes,Agree,Neither disagree nor agree,Agree,Agree,Probably yes,40-44,Canada,Alberta,female,other (please specify):,Other degree (please specify),AB,0,yes (please specify):,3,2-4 hours
Agree,Probably not,Yes,Moderately uncomfortable,,Yes,No,,zed,Unimportant,Might or might not,Probably not,,,British English,Sometimes,Yes,Yes,Probably yes,Probably yes,Strongly agree,Neither disagree nor agree,Neither disagree nor agree,Strongly disagree,,35-39,Canada,British Columbia,male,undergraduate degree,I am not currently studying,BC,0,no,,2-4 hours
Agree,Neutral,No,,Extremely important,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",zed,Very important,Definitely yes,Definitely yes,Probably not,Yes (please specify who):,No particular variety,Often,Yes,Definitely yes,Definitely yes,Probably yes,Agree,Agree,Agree,Agree,Definitely yes,50-54,Canada,British Columbia,female,high school,I am not currently studying,BC,0,yes (please specify):,7,30 minutes to 1 hour
Agree,Probably yes,Yes,Extremely comfortable,Extremely important,That depends (please also explain if you can),Yes,"Yes, I do know. It is... (please describe briefly):",zed,Very important,Definitely yes,Definitely yes,Definitely not,,British English,Often,Yes,Yes,Probably yes,Probably yes,Disagree,Disagree,Agree,Neither disagree nor agree,Definitely yes,20-24,Canada,Ontario,male,undergraduate degree,I am not currently studying,US,3,no,,2-4 hours
Strongly agree,Definitely yes,No,,Important,That depends (please also explain if you can),Not sure,"Yes, I do know. It is... (please describe briefly):",zed,Important,Probably yes,Probably yes,Probably not,,No particular variety,Often,Yes,Definitely yes,Definitely yes,Probably yes,Neither disagree nor agree,Neither disagree nor agree,Strongly agree,Neither disagree nor agree,Probably yes,50-54,Canada,Ontario,female,high school,I am not currently studying,ON,0,yes (please specify):,3,1-2 hours
Strongly agree,Probably yes,No,,Important,That depends (please also explain if you can),No,,zed,Important,Probably yes,Probably not,Probably not,,British English,Sometimes,Yes,Yes,Definitely yes,Probably not,Strongly agree,Agree,Strongly agree,Disagree,,25-29,Canada,Manitoba,female,other (please specify):,I am not currently studying,MB,1,yes (please specify):,12,4-6 hours
Somewhat disagree,Neutral,No,,Extremely important,No,Yes,"Yes, but I can't describe it well",zed,Very important,Definitely yes,Probably yes,Probably yes,Yes (please specify who):,Canadian English,Sometimes,Yes,Definitely yes,Might or might not,Probably yes,Agree,Neither disagree nor agree,Neither disagree nor agree,Strongly agree,Definitely yes,40-44,Canada,British Columbia,male,undergraduate degree,Fourth year+,BC,0,yes (please specify):,2,less than 30 minutes
Agree,Neutral,No,,Important,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",zed,Very important,Definitely yes,Probably yes,Probably not,Yes (please specify who):,British English,Often,Yes,Yes,Definitely yes,Probably yes,Neither disagree nor agree,Neither disagree nor agree,Agree,Neither disagree nor agree,Probably yes,60-64,Canada,British Columbia,female,graduate degree,I am not currently studying,BC,0,no,,1-2 hours
Strongly agree,Probably yes,Yes,Moderately comfortable,Important,No,No,,both,Very important,Definitely yes,Probably yes,Definitely not,,No particular variety,Often,Yes,Definitely yes,Definitely yes,Might or might not,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Definitely yes,25-29,Canada,Alberta,non-binary,post-graduate degree,I am not currently studying,AB,3,no,,4-6 hours
Strongly agree,Definitely not,Yes,Moderately comfortable,Extremely unimportant,That depends (please also explain if you can),Yes,"Yes, I do know. It is... (please describe briefly):",both,Very unimportant,Definitely not,Probably yes,Probably not,,Canadian English,Often,No,No,Definitely yes,Definitely yes,Strongly agree,Agree,Strongly disagree,Neither disagree nor agree,Probably yes,30-34,Canada,British Columbia,male,undergraduate degree,I am not currently studying,BC,1,yes (please specify):,8,2-4 hours
Strongly agree,Definitely yes,Yes,Extremely comfortable,Extremely important,That depends (please also explain if you can),Not sure,,zed,Very important,Definitely yes,Probably yes,Definitely not,Yes (please specify who):,British English,Sometimes,Yes,Neither yes or no,Definitely yes,Definitely yes,Strongly agree,Strongly agree,Strongly agree,Neither disagree nor agree,Probably yes,50-54,Canada,British Columbia,female,undergraduate degree,I am not currently studying,BC,5,yes (please specify):,7,1-2 hours
Strongly agree,Definitely yes,Yes,Moderately comfortable,Extremely important,That depends (please also explain if you can),Not sure,"Yes, but I can't describe it well",both,Important,Might or might not,Probably yes,Probably not,,British English,Sometimes,,Definitely yes,Definitely yes,Might or might not,Strongly agree,Strongly agree,Neither disagree nor agree,Neither disagree nor agree,,25-29,Canada,Quebec,male,undergraduate degree,I am not currently studying,Hong Kong,4,yes (please specify):,6,1-2 hours
Agree,Probably yes,Yes,Neither comfortable nor uncomfortable,Important,Yes,Not sure,,zed,Neither unimportant nor important,Probably yes,Probably yes,Probably not,,British English,Sometimes,Yes,Yes,Definitely yes,Probably yes,Neither disagree nor agree,Neither disagree nor agree,,Agree,Probably yes,25-29,Norway,,female,undergraduate degree,I am in a graduate program,AB,3,no,,1-2 hours
Strongly agree,Probably not,Yes,Extremely comfortable,,No,Yes,"Yes, but I can't describe it well",both,Neither unimportant nor important,Probably yes,Probably yes,Probably not,Yes (please specify who):,No particular variety,Always,Yes,Yes,Definitely yes,Probably yes,Agree,Disagree,Neither disagree nor agree,Strongly agree,Probably yes,30-34,Canada,Ontario,female,other (please specify):,I am not currently studying,ON,0,yes (please specify):,3,I don't use social media
Strongly agree,Probably not,Yes,Moderately comfortable,Extremely important,Yes,No,,zee,Neither unimportant nor important,Definitely yes,Definitely yes,Probably not,No,No particular variety,Sometimes,Yes,Definitely yes,Definitely yes,Probably not,Agree,Neither disagree nor agree,Strongly agree,Disagree,Definitely yes,15-19,Canada,Ontario,female,high school,First year,ON,1,yes (please specify):,5,2-4 hours
Somewhat agree,Definitely not,No,,Unimportant,Yes,Yes,"Yes, I do know. It is... (please describe briefly):",zee,Unimportant,Probably not,Probably yes,Definitely not,,No particular variety,Sometimes,,Yes,Definitely yes,Probably not,Strongly agree,Disagree,Neither disagree nor agree,Neither disagree nor agree,Probably yes,40-44,Canada,Manitoba,male,high school,I am not currently studying,MB,0,yes (please specify):,12,1-2 hours
Strongly agree,Neutral,Yes,Moderately comfortable,Important,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",zed,Neither unimportant nor important,Might or might not,Definitely yes,Definitely not,,No particular variety,Often,Yes,Yes,Definitely yes,Probably yes,Neither disagree nor agree,Strongly disagree,Neither disagree nor agree,Neither disagree nor agree,Probably yes,45-49,Canada,Saskatchewan,male,undergraduate degree,I am not currently studying,SK,0,yes (please specify):,12,less than 30 minutes
Agree,Probably yes,No,,Important,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",both,Important,Definitely yes,Definitely yes,Definitely not,Yes (please specify who):,No particular variety,Sometimes,Yes,Definitely yes,Definitely yes,Probably yes,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Probably yes,40-44,Canada,Alberta,female,graduate degree,I am not currently studying,AB,0,yes (please specify):,6,30 minutes to 1 hour
Strongly agree,Definitely not,No,,Unimportant,No,No,,zed,Neither unimportant nor important,,Don't know,Definitely not,No,No particular variety,Often,No,Yes,Definitely yes,Might or might not,Agree,Disagree,Agree,Agree,,35-39,Canada,Manitoba,male,high school,I am not currently studying,BC,0,no,,1-2 hours
Agree,Probably yes,No,,Important,Yes,Yes,"Yes, but I can't describe it well",both,Very important,Definitely yes,Probably not,Probably not,,Canadian English,Often,Yes,Definitely yes,Definitely yes,Definitely yes,Strongly agree,Disagree,Neither disagree nor agree,Strongly disagree,Definitely yes,40-44,Canada,Manitoba,male,high school,I am not currently studying,MB,0,no,,less than 30 minutes
Strongly agree,Probably yes,Yes,Neither comfortable nor uncomfortable,,That depends (please also explain if you can),Not sure,,zed,Important,Definitely yes,Probably yes,Definitely not,No,British English,Sometimes,Yes,Yes,Definitely yes,Might or might not,Neither disagree nor agree,Disagree,Strongly agree,Neither disagree nor agree,Probably yes,30-34,Canada,British Columbia,female,graduate degree,I am not currently studying,X,3,no,,30 minutes to 1 hour
Strongly agree,Definitely yes,Yes,Extremely comfortable,Extremely important,That depends (please also explain if you can),Yes,"Yes, I do know. It is... (please describe briefly):",zed,Very important,Definitely yes,Definitely yes,Definitely not,,Other (please name):,Often,Yes,Definitely yes,Definitely yes,Probably yes,Strongly agree,Neither disagree nor agree,Agree,Strongly agree,Definitely yes,20-24,Canada,Manitoba,female,undergraduate degree,Fourth year+,MB,4,yes (please specify):,12,6-8 hours
Agree,Probably yes,No,,Important,Yes,Not sure,,zed,Important,Probably yes,Probably yes,Probably not,,Canadian English,Sometimes,Yes,Neither yes or no,Definitely yes,Probably yes,Neither disagree nor agree,Neither disagree nor agree,Strongly agree,Disagree,Probably yes,20-24,Canada,Ontario,male,graduate degree,I am not currently studying,ON,0,no,,30 minutes to 1 hour
Strongly agree,Definitely yes,Yes,Extremely comfortable,Extremely important,Yes,Yes,"Yes, but I can't describe it well",zed,Important,Probably yes,Probably yes,Probably not,,No particular variety,Rarely,Yes,Yes,Probably yes,Probably yes,Neither disagree nor agree,Neither disagree nor agree,Agree,Neither disagree nor agree,Probably yes,30-34,Canada,Alberta,female,undergraduate degree,I am not currently studying,Hong Kong,6,yes (please specify):,5,less than 30 minutes
Strongly agree,Neutral,Yes,Extremely comfortable,Important,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",zed,Important,Probably yes,Probably yes,,,No particular variety,Rarely,Yes,Yes,Definitely yes,Probably yes,Disagree,Disagree,Agree,Neither disagree nor agree,Probably yes,30-34,Canada,Ontario,male,undergraduate degree,I am not currently studying,BC,3,yes (please specify):,5,1-2 hours
Strongly agree,Neutral,Yes,Moderately uncomfortable,Important,Yes,No,,both,Unimportant,Probably not,Probably not,Definitely not,Yes (please specify who):,British English,Rarely,Yes,Yes,Definitely yes,Probably yes,Agree,Disagree,Agree,Disagree,Probably yes,20-24,Canada,British Columbia,female,high school,Fourth year+,AB,3,yes (please specify):,6,2-4 hours
Strongly agree,Probably yes,Yes,Moderately comfortable,Extremely important,Yes,Yes,"Yes, I do know. It is... (please describe briefly):",zed,Very important,Definitely yes,Definitely yes,Definitely not,Yes (please specify who):,British English,Sometimes,Yes,Definitely yes,Definitely yes,Probably yes,Agree,Agree,Agree,Agree,Probably yes,60-64,Canada,Ontario,female,post-graduate degree,I am not currently studying,ON,0,no,,1-2 hours
Strongly agree,Probably yes,No,,Important,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",zee,Very important,Definitely yes,Definitely yes,Probably not,Yes (please specify who):,British English,Always,Yes,Definitely yes,Definitely yes,Definitely yes,Strongly agree,Agree,Agree,Neither disagree nor agree,Definitely yes,35-39,Canada,Ontario,female,high school,I am not currently studying,ON,0,no,,30 minutes to 1 hour
Strongly agree,Probably yes,Yes,Extremely comfortable,Important,That depends (please also explain if you can),No,,zee,,Probably yes,Probably not,Probably not,,British English,Sometimes,,Neither yes or no,Probably yes,Definitely yes,Disagree,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Probably not,25-29,Canada,Quebec,male,other (please specify):,Fourth year+,QC,14,yes (please specify):,11,1-2 hours
Strongly agree,Probably not,No,,Unimportant,,No,,zed,Very unimportant,Definitely not,Probably not,Definitely not,No,No particular variety,Sometimes,Yes,No,Might or might not,Might or might not,Agree,Neither disagree nor agree,,Neither disagree nor agree,,20-24,Canada,Ontario,non-binary,elementary school,I am not currently studying,X,3,no,,1-2 hours
