cool,multiling,umultiling,comf_non_eng,media,priv,st_heard,st_descr,zed,spell,spell_uni,distinct,same_ew,celebs,prestige,rec_cdns,software,dictionary,recog_eh,cdn_sorry,engl_able,fr_able,ind_able,beyond_ef,cdn_way,age,country,province,gender,edu_comp,degree_year,region,eui,dist_cult,eoi,soc_media,cdn_way_num
agree,neutral,yes,neither comfortable nor uncomfortable,extremely unimportant,that depends ,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,probably yes,yes ,british english,often,yes,yes,definitely yes,definitely yes,agree,agree,agree,neither disagree nor agree,definitely yes,29,canada,quebec,male,postgraduate degree,,on,0,no,,less than 30 minutes,4
strongly agree,neutral,no,,important,that depends ,no,,zed,neither unimportant nor important,probably not,definitely not,definitely not,no,british english,sometimes,no,no,definitely yes,probably yes,agree,neither disagree nor agree,agree,agree,probably not,29,canada,manitoba,male,high school,i am not currently studying,mb,0,no,,24 hours,2
strongly agree,probably yes,no,,unimportant,that depends ,yes,yes but i cant describe it well,zed,unimportant,might or might not,probably not,definitely not,yes ,irish english,often,yes,neither yes or no,definitely yes,probably yes,disagree,neither disagree nor agree,strongly agree,strongly agree,probably yes,29,canada,alberta,male,undergraduate degree,i am in a graduate program,ab,0,yes ,2,12 hours,3
strongly agree,probably not,no,,extremely important,yes,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,probably yes,yes ,british english,often,,no,probably yes,definitely yes,neither disagree nor agree,neither disagree nor agree,agree,disagree,definitely yes,34,canada,manitoba,male,undergraduate degree,i am not currently studying,mb,0,no,,24 hours,4
agree,probably yes,no,,extremely important,yes,yes,yes but i cant describe it well,zed,very important,definitely yes,,probably not,,british english,sometimes,yes,yes,definitely yes,definitely yes,agree,agree,strongly disagree,strongly disagree,probably yes,44,canada,alberta,female,graduate degree,i am not currently studying,ab,0,no,,30 minutes to 1 hour,3
strongly agree,probably yes,yes,extremely comfortable,important,yes,yes,yes but i cant describe it well,both,important,definitely yes,probably yes,definitely not,yes ,british english,always,yes,yes,definitely yes,probably yes,agree,agree,,neither disagree nor agree,probably yes,24,united states,mississippi,female,undergraduate degree,i am in a graduate program,on,0,yes ,5,24 hours,3
agree,probably not,no,,important,yes,yes,yes i do know it is ,both,important,definitely yes,definitely yes,probably yes,yes ,british english,often,yes,yes,definitely yes,probably yes,agree,disagree,strongly agree,neither disagree nor agree,probably yes,29,canada,alberta,female,undergraduate degree,i am in a graduate program,sk,0,yes ,6,68 hours,3
strongly agree,probably yes,yes,extremely comfortable,important,no,not sure,,zed,important,definitely yes,definitely not,probably not,no,no particular variety,rarely,yes,definitely yes,definitely yes,might or might not,agree,strongly agree,strongly agree,disagree,probably yes,64,canada,quebec,female,undergraduate degree,i am not currently studying,qc,9,no,,more than 8 hours,3
strongly agree,definitely yes,yes,moderately comfortable,extremely important,that depends ,yes,yes but i cant describe it well,zed,important,definitely yes,probably yes,probably not,no,no particular variety,sometimes,yes,definitely yes,definitely yes,probably not,agree,agree,strongly agree,agree,definitely yes,24,canada,ontario,female,high school,third year,on,2,no,,24 hours,4
strongly agree,probably yes,yes,extremely comfortable,important,that depends ,not sure,yes i do know it is ,zed,neither unimportant nor important,might or might not,probably yes,definitely not,,british english,sometimes,yes,yes,definitely yes,probably yes,agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,39,canada,ontario,male,graduate degree,i am not currently studying,on,5,yes ,9,12 hours,3
strongly agree,probably not,no,,unimportant,that depends ,no,,zed,unimportant,,probably not,probably not,yes ,british english,rarely,yes,no,probably yes,definitely yes,agree,neither disagree nor agree,neither disagree nor agree,disagree,probably not,34,canada,ontario,male,high school,i am not currently studying,on,0,no,,46 hours,2
strongly agree,probably yes,yes,extremely comfortable,important,that depends ,yes,yes i do know it is ,zed,very important,definitely yes,definitely yes,definitely not,yes ,other ,often,yes,yes,definitely yes,definitely yes,neither disagree nor agree,neither disagree nor agree,strongly agree,neither disagree nor agree,probably yes,39,canada,ontario,female,graduate degree,i am not currently studying,on,3,yes ,3,12 hours,3
strongly agree,probably yes,no,,important,yes,yes,,zed,neither unimportant nor important,probably not,definitely yes,definitely not,no,no particular variety,sometimes,no,yes,definitely yes,probably yes,disagree,disagree,agree,agree,probably yes,79,canada,ontario,female,undergraduate degree,i am not currently studying,ab,0,yes ,0,46 hours,3
strongly agree,probably yes,no,,important,no,not sure,,zed,neither unimportant nor important,probably not,definitely not,definitely not,yes ,british english,often,yes,yes,definitely yes,definitely yes,disagree,disagree,strongly agree,agree,probably yes,34,canada,nova scotia,male,high school,i am not currently studying,ns,0,no,,i dont use social media,3
strongly agree,definitely yes,no,,important,yes,not sure,,zed,important,probably yes,probably not,probably not,no,no particular variety,often,yes,yes,probably yes,definitely yes,disagree,disagree,,disagree,probably yes,69,canada,british columbia,female,high school,i am not currently studying,bc,0,yes ,5,less than 30 minutes,3
strongly agree,probably yes,no,,,that depends ,yes,yes but i cant describe it well,both,unimportant,probably not,probably not,definitely not,yes ,no particular variety,often,yes,,definitely yes,probably not,strongly agree,agree,agree,neither disagree nor agree,probably yes,39,canada,ontario,male,undergraduate degree,i am not currently studying,on,0,no,,12 hours,3
strongly agree,neutral,yes,moderately comfortable,important,that depends ,yes,yes but i cant describe it well,both,neither unimportant nor important,might or might not,probably not,probably yes,,no particular variety,sometimes,yes,yes,definitely yes,definitely yes,agree,neither disagree nor agree,neither disagree nor agree,agree,probably yes,49,canada,manitoba,male,other ,i am not currently studying,mb,2,yes ,7,30 minutes to 1 hour,3
strongly agree,probably not,no,,important,,no,,zed,important,probably yes,definitely yes,definitely not,,british english,sometimes,yes,definitely yes,definitely yes,definitely yes,agree,disagree,strongly agree,disagree,probably yes,44,canada,manitoba,female,undergraduate degree,i am not currently studying,mb,0,no,,12 hours,3
agree,definitely yes,yes,moderately comfortable,extremely important,yes,yes,yes i do know it is ,zed,very important,definitely yes,definitely yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,definitely yes,agree,agree,agree,neither disagree nor agree,definitely yes,49,canada,ontario,female,graduate degree,i am not currently studying,on,0,no,,24 hours,4
agree,probably yes,yes,moderately comfortable,important,no,yes,yes i do know it is ,zed,important,probably yes,probably not,probably not,yes ,british english,sometimes,yes,yes,definitely yes,definitely yes,agree,neither disagree nor agree,neither disagree nor agree,disagree,probably not,49,canada,ontario,male,other ,other degree ,on,0,yes ,4,less than 30 minutes,2
strongly agree,probably yes,yes,extremely comfortable,important,that depends ,yes,yes but i cant describe it well,zed,important,probably yes,probably yes,probably not,yes ,no particular variety,rarely,yes,yes,definitely yes,might or might not,disagree,disagree,agree,disagree,probably yes,34,canada,ontario,female,postgraduate degree,i am in a graduate program,bc,3,no,,24 hours,3
somewhat agree,neutral,no,,extremely unimportant,that depends ,yes,yes but i cant describe it well,both,neither unimportant nor important,probably yes,,probably not,no,no particular variety,sometimes,yes,yes,definitely yes,probably yes,neither disagree nor agree,disagree,agree,neither disagree nor agree,probably yes,29,canada,manitoba,other,undergraduate degree,i am not currently studying,mb,0,no,,less than 30 minutes,3
somewhat agree,probably not,no,,extremely unimportant,yes,not sure,yes but i cant describe it well,both,very unimportant,definitely not,probably not,probably yes,,british english,rarely,no,no,definitely yes,might or might not,disagree,disagree,neither disagree nor agree,strongly disagree,probably not,49,canada,ontario,male,undergraduate degree,,on,0,no,,12 hours,2
agree,probably yes,no,,extremely unimportant,yes,no,,zed,important,might or might not,,definitely not,,british english,sometimes,,no,definitely yes,definitely yes,strongly disagree,strongly disagree,agree,strongly disagree,probably yes,39,canada,new brunswick,male,postgraduate degree,i am not currently studying,ns,0,no,,12 hours,3
,neutral,no,,unimportant,yes,yes,yes but i cant describe it well,both,unimportant,probably not,probably not,probably not,,no particular variety,sometimes,no,neither yes or no,definitely yes,definitely yes,agree,disagree,neither disagree nor agree,neither disagree nor agree,probably yes,69,canada,ontario,female,high school,i am not currently studying,on,0,yes ,12,12 hours,3
strongly agree,probably yes,no,,extremely important,no,yes,yes i do know it is ,zed,very important,definitely yes,definitely yes,definitely not,yes ,british english,always,yes,definitely yes,definitely yes,definitely yes,agree,disagree,strongly agree,strongly agree,definitely yes,24,canada,british columbia,male,high school,i am not currently studying,bc,0,yes ,4,46 hours,4
somewhat agree,probably not,no,,important,no,yes,yes but i cant describe it well,zed,very important,definitely yes,definitely yes,probably yes,yes ,british english,sometimes,yes,yes,definitely yes,probably yes,agree,agree,neither disagree nor agree,disagree,probably yes,39,canada,saskatchewan,male,other ,i am not currently studying,sk,0,yes ,0,12 hours,3
strongly agree,probably yes,yes,moderately comfortable,extremely important,that depends ,yes,yes i do know it is ,zed,very important,probably not,,probably not,yes ,british english,often,yes,definitely yes,definitely yes,probably yes,strongly disagree,strongly disagree,strongly agree,neither disagree nor agree,probably yes,39,canada,ontario,female,high school,i am not currently studying,on,0,no,,12 hours,3
strongly agree,probably yes,yes,neither comfortable nor uncomfortable,,no,yes,yes but i cant describe it well,both,neither unimportant nor important,definitely not,probably not,probably not,no,british english,never,no,neither yes or no,definitely yes,probably not,strongly agree,neither disagree nor agree,agree,agree,probably not,29,canada,ontario,female,undergraduate degree,i am not currently studying,on,2,no,,i dont use social media,2
strongly agree,probably yes,no,,extremely important,no,no,,zed,important,probably yes,definitely yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,probably yes,strongly disagree,strongly disagree,strongly agree,strongly agree,definitely yes,34,canada,saskatchewan,male,graduate degree,i am in a graduate program,sk,0,no,,30 minutes to 1 hour,4
