cool,multiling,umultiling,comf_non_eng,media,priv,st_heard,st_descr,zed,spell,spell_uni,distinct,same_ew,celebs,prestige,rec_cdns,software,dictionary,recog_eh,cdn_sorry,engl_able,fr_able,ind_able,beyond_ef,cdn_way,age,country,province,gender,edu_comp,degree_year,region,eui,dist_cult,eoi,soc_media,spell_uni_num,distinct_num,cdn_way_num,spell_num,spell_uni_scaled,distinct_scaled,cdn_way_scaled,attitude_index_scaled
agree,neutral,no,,important,that depends ,yes,yes but i cant describe it well,zed,unimportant,probably yes,probably yes,definitely not,no,other ,sometimes,yes,,probably yes,might or might not,neither disagree nor agree,,agree,neither disagree nor agree,probably yes,34,canada,alberta,male,undergraduate degree,i am not currently studying,ab,0,yes ,0,less than 30 minutes,4,3,3,2,4,3.66666666666667,3.66666666666667,3.33333333333333
somewhat agree,neutral,no,,extremely important,no,no,,both,important,definitely yes,,probably not,yes ,british english,sometimes,yes,definitely yes,definitely yes,probably yes,disagree,neither disagree nor agree,,neither disagree nor agree,probably yes,34,canada,alberta,female,undergraduate degree,i am not currently studying,ab,0,no,,12 hours,5,,3,4,5,,3.66666666666667,4.22222222222222
agree,definitely not,no,,extremely unimportant,yes,yes,yes i do know it is ,both,important,definitely yes,probably yes,definitely not,no,british english,often,yes,,probably yes,might or might not,agree,agree,strongly disagree,strongly disagree,probably not,39,canada,alberta,male,undergraduate degree,i am not currently studying,on,0,no,,less than 30 minutes,5,3,2,4,5,3.66666666666667,2.33333333333333,3.75
agree,definitely not,no,,important,that depends ,not sure,,both,unimportant,probably yes,probably yes,definitely not,no,british english,sometimes,yes,yes,definitely yes,might or might not,strongly agree,agree,agree,neither disagree nor agree,definitely yes,54,canada,alberta,male,high school,i am not currently studying,ab,0,no,,i dont use social media,4,3,4,2,4,3.66666666666667,5,3.66666666666667
strongly agree,probably yes,no,,important,yes,yes,,zed,important,definitely yes,definitely yes,probably yes,no,no particular variety,sometimes,,definitely yes,definitely yes,definitely yes,agree,disagree,agree,strongly agree,definitely yes,34,canada,alberta,female,high school,i am not currently studying,ab,0,no,,46 hours,5,4,4,4,5,5,5,4.75
strongly agree,probably yes,no,,,no,no,,zed,neither unimportant nor important,probably yes,probably not,definitely not,yes ,british english,sometimes,yes,yes,probably yes,definitely yes,neither disagree nor agree,strongly disagree,agree,neither disagree nor agree,definitely yes,29,canada,alberta,male,undergraduate degree,i am not currently studying,ab,0,yes ,9,46 hours,4,2,4,3,4,2.33333333333333,5,3.58333333333333
somewhat agree,definitely not,no,,important,that depends ,no,,both,important,probably yes,probably not,probably not,yes ,no particular variety,sometimes,yes,no,definitely yes,probably not,agree,strongly disagree,neither disagree nor agree,strongly disagree,probably not,54,canada,alberta,male,graduate degree,i am not currently studying,bc,0,no,,12 hours,4,2,2,4,4,2.33333333333333,2.33333333333333,3.16666666666667
strongly agree,definitely yes,yes,extremely uncomfortable,important,that depends ,not sure,,zed,neither unimportant nor important,definitely yes,probably yes,probably not,yes ,british english,sometimes,yes,definitely yes,definitely yes,probably yes,disagree,neither disagree nor agree,agree,agree,definitely yes,39,canada,alberta,female,postgraduate degree,,on,0,no,,30 minutes to 1 hour,5,3,4,3,5,3.66666666666667,5,4.16666666666667
,probably yes,no,,,,no,,zed,neither unimportant nor important,probably yes,probably not,probably not,no,no particular variety,never,yes,neither yes or no,might or might not,probably yes,agree,neither disagree nor agree,strongly agree,neither disagree nor agree,probably not,34,canada,alberta,female,high school,i am not currently studying,,0,no,,30 minutes to 1 hour,4,2,2,3,4,2.33333333333333,2.33333333333333,2.91666666666667
strongly agree,probably yes,yes,moderately comfortable,extremely important,that depends ,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,agree,agree,definitely yes,44,canada,alberta,female,undergraduate degree,i am in a graduate program,ab,2,no,,i dont use social media,5,3,4,5,5,3.66666666666667,5,4.66666666666667
strongly agree,probably not,no,,important,no,yes,,both,neither unimportant nor important,definitely not,definitely yes,definitely not,,british english,often,yes,neither yes or no,definitely yes,probably yes,strongly agree,disagree,strongly agree,strongly agree,definitely yes,34,canada,alberta,male,high school,i am not currently studying,ab,0,yes ,0,46 hours,1,4,4,3,1,5,5,3.5
strongly agree,probably yes,no,,important,yes,not sure,,zed,very important,definitely yes,probably yes,probably not,,british english,sometimes,yes,neither yes or no,definitely yes,probably yes,agree,disagree,agree,,probably yes,54,canada,alberta,female,high school,i am not currently studying,ire,0,no,,i dont use social media,5,3,3,5,5,3.66666666666667,3.66666666666667,4.33333333333333
strongly agree,definitely yes,yes,moderately uncomfortable,important,yes,no,,zed,important,probably yes,probably not,definitely not,yes ,british english,sometimes,no,no,definitely yes,definitely yes,agree,agree,agree,neither disagree nor agree,probably yes,49,canada,alberta,female,high school,i am not currently studying,ab,3,yes ,2,24 hours,4,2,3,4,4,2.33333333333333,3.66666666666667,3.5
strongly agree,probably yes,no,,important,no,yes,yes but i cant describe it well,zed,important,probably yes,definitely yes,definitely not,no,british english,sometimes,yes,definitely yes,probably yes,probably yes,agree,neither disagree nor agree,strongly agree,agree,definitely yes,49,canada,alberta,male,graduate degree,i am not currently studying,bc,0,no,,30 minutes to 1 hour,4,4,4,4,4,5,5,4.5
agree,probably yes,yes,moderately uncomfortable,unimportant,yes,no,,both,important,probably yes,probably yes,definitely not,yes ,no particular variety,sometimes,,neither yes or no,probably yes,probably yes,agree,,neither disagree nor agree,neither disagree nor agree,probably yes,59,canada,manitoba,female,graduate degree,i am not currently studying,mb,0,no,,more than 8 hours,4,3,3,4,4,3.66666666666667,3.66666666666667,3.83333333333333
agree,probably not,no,,important,that depends ,yes,yes i do know it is ,both,important,probably yes,definitely yes,definitely yes,,no particular variety,often,yes,yes,might or might not,probably yes,strongly agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,probably yes,19,canada,alberta,male,high school,second year,ab,0,no,,46 hours,4,4,3,4,4,5,3.66666666666667,4.16666666666667
strongly agree,definitely not,yes,extremely comfortable,extremely important,that depends ,yes,yes but i cant describe it well,zee,neither unimportant nor important,might or might not,definitely yes,definitely not,,british english,rarely,yes,definitely not,definitely not,definitely yes,strongly agree,agree,strongly disagree,strongly agree,definitely yes,24,canada,alberta,female,undergraduate degree,fourth year+,ab,0,yes ,0,12 hours,3,4,4,3,3,5,5,4
agree,definitely not,yes,neither comfortable nor uncomfortable,unimportant,yes,no,,both,neither unimportant nor important,probably yes,probably yes,definitely not,yes ,no particular variety,always,yes,yes,definitely yes,definitely yes,strongly disagree,strongly disagree,disagree,neither disagree nor agree,probably yes,64,canada,nova scotia,male,postgraduate degree,i am not currently studying,,0,yes ,6,30 minutes to 1 hour,4,3,3,3,4,3.66666666666667,3.66666666666667,3.58333333333333
strongly agree,definitely yes,yes,moderately comfortable,extremely important,that depends ,yes,yes i do know it is ,zed,very important,definitely yes,probably yes,definitely not,yes ,british english,often,yes,definitely yes,might or might not,definitely yes,disagree,disagree,strongly agree,strongly agree,,49,canada,prince edward island,female,postgraduate degree,i am not currently studying,on,5,no,,30 minutes to 1 hour,5,3,,5,5,3.66666666666667,,4.55555555555556
strongly agree,definitely yes,yes,extremely comfortable,extremely important,no,yes,yes but i cant describe it well,zed,important,probably yes,probably not,definitely not,yes ,british english,sometimes,yes,yes,definitely yes,might or might not,strongly disagree,strongly disagree,strongly agree,agree,probably yes,49,canada,ontario,female,undergraduate degree,i am not currently studying,on,2,yes ,4,24 hours,4,2,3,4,4,2.33333333333333,3.66666666666667,3.5
strongly agree,probably yes,no,,important,that depends ,yes,yes but i cant describe it well,both,neither unimportant nor important,probably yes,,definitely not,no,british english,sometimes,yes,,definitely yes,definitely yes,disagree,disagree,strongly agree,disagree,probably yes,34,canada,alberta,female,graduate degree,i am not currently studying,ab,0,no,,46 hours,4,,3,3,4,,3.66666666666667,3.55555555555556
strongly agree,probably not,no,,important,yes,yes,yes but i cant describe it well,zee,important,definitely yes,,probably not,yes ,no particular variety,sometimes,no,no,probably yes,definitely yes,agree,neither disagree nor agree,,agree,probably yes,39,canada,ontario,female,postgraduate degree,i am not currently studying,on,0,no,,12 hours,5,,3,4,5,,3.66666666666667,4.22222222222222
somewhat agree,probably not,no,,,,yes,,zed,neither unimportant nor important,definitely yes,,definitely not,yes ,no particular variety,sometimes,yes,,probably yes,probably yes,neither disagree nor agree,disagree,neither disagree nor agree,neither disagree nor agree,,49,canada,alberta,male,undergraduate degree,i am not currently studying,bc,0,no,,i dont use social media,5,,,3,5,,,4
strongly agree,probably not,no,,important,that depends ,yes,yes but i cant describe it well,both,important,definitely yes,probably yes,definitely not,no,british english,sometimes,yes,definitely yes,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,strongly agree,neither disagree nor agree,probably yes,24,canada,alberta,female,undergraduate degree,i am in a graduate program,,0,yes ,9,12 hours,5,3,3,4,5,3.66666666666667,3.66666666666667,4.08333333333333
agree,definitely yes,no,,extremely important,that depends ,yes,yes but i cant describe it well,both,very unimportant,definitely yes,probably yes,definitely not,yes ,british english,often,yes,neither yes or no,definitely yes,might or might not,strongly disagree,strongly disagree,strongly agree,neither disagree nor agree,definitely yes,44,canada,alberta,male,high school,i am not currently studying,bc,0,no,,12 hours,5,3,4,1,5,3.66666666666667,5,3.66666666666667
strongly agree,probably yes,no,,important,no,yes,yes but i cant describe it well,zed,neither unimportant nor important,probably yes,probably yes,definitely not,yes ,no particular variety,sometimes,yes,neither yes or no,definitely yes,probably yes,disagree,disagree,strongly agree,agree,definitely yes,44,canada,alberta,male,high school,,ab,0,yes ,0,24 hours,4,3,4,3,4,3.66666666666667,5,3.91666666666667
strongly agree,definitely yes,no,,important,that depends ,yes,yes but i cant describe it well,both,important,probably yes,probably yes,definitely not,yes ,no particular variety,rarely,yes,definitely yes,definitely yes,probably yes,strongly disagree,strongly disagree,strongly agree,strongly disagree,definitely yes,44,canada,alberta,male,other ,i am not currently studying,ab,1,no,,24 hours,4,3,4,4,4,3.66666666666667,5,4.16666666666667
strongly agree,definitely yes,yes,extremely comfortable,extremely important,yes,yes,yes i do know it is ,zed,important,probably yes,definitely yes,probably not,yes ,no particular variety,often,yes,definitely yes,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,agree,neither disagree nor agree,definitely yes,39,canada,ontario,female,undergraduate degree,i am not currently studying,on,4,no,,30 minutes to 1 hour,4,4,4,4,4,5,5,4.5
somewhat disagree,definitely not,no,,important,that depends ,no,,zee,very unimportant,definitely not,definitely not,probably yes,no,no particular variety,never,no,definitely not,probably yes,probably yes,strongly agree,disagree,,strongly disagree,probably not,24,canada,alberta,female,undergraduate degree,i am not currently studying,ab,0,no,,12 hours,1,1,2,1,1,1,2.33333333333333,1.33333333333333
strongly agree,definitely not,yes,extremely comfortable,extremely important,yes,no,,zed,unimportant,definitely not,definitely yes,definitely yes,yes ,british english,often,yes,definitely yes,definitely yes,definitely not,agree,disagree,neither disagree nor agree,disagree,probably yes,44,canada,alberta,male,graduate degree,i am not currently studying,ab,0,no,,30 minutes to 1 hour,1,4,3,2,1,5,3.66666666666667,2.91666666666667
somewhat agree,probably yes,no,,important,yes,no,,both,important,might or might not,probably yes,probably not,yes ,british english,sometimes,yes,definitely yes,definitely yes,definitely yes,neither disagree nor agree,neither disagree nor agree,agree,disagree,probably yes,34,canada,alberta,female,other ,i am not currently studying,ab,0,no,,30 minutes to 1 hour,3,3,3,4,3,3.66666666666667,3.66666666666667,3.58333333333333
,neutral,no,,important,that depends ,yes,yes i do know it is ,zed,neither unimportant nor important,probably yes,definitely yes,definitely not,yes ,british english,sometimes,yes,no,probably not,definitely yes,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,probably yes,39,canada,alberta,male,undergraduate degree,i am not currently studying,ab,0,no,,i dont use social media,4,4,3,3,4,5,3.66666666666667,3.91666666666667
